"","player_name","overall_rating","gk_rating","Number_of_appearances","Number_of_Leagues"
"4962","Joep van den Ouweland",60,133,10,1
"4963","Joeri Schroyen",60,53,2,1
"4964","Joeri de Kamps",66,52,31,1
"4965","Joerie Dequevy",64,37,54,1
"4966","Joey Barton",81,154,118,2
"4967","Joey Belterman",60,53,5,1
"4968","Joey Didulica",74,358,19,1
"4969","Joey Dujardin",57,56,1,1
"4970","Joey Godee",63,60,27,2
"4971","Joey O'Brien",71,48,56,1
"4972","Joey Pelupessy",68,59,46,1
"4973","Joey Sleegers",67,68,10,1
"4974","Joey Suk",63,45,15,2
"4975","Joey van den Berg",72,51,109,1
"4976","Joffre David Guerron",75,129,5,1
"4977","Johan Audel",78,123,73,1
"4978","Johan Bertilsson",64,52,4,1
"4979","Johan Carrasso",71,361,32,1
"4980","Johan Cavalli",71,57,75,1
"4981","Johan Djourou",81,60,141,2
"4982","Johan Elmander",85,117,98,1
"4983","Johan Kappelhof",69,55,121,1
"4984","Johan Liebus",70,348,1,1
"4985","Johan Maartensson",68,57,49,1
"4986","Johan Martial",68,60,56,1
"4987","Johan Mojica",74,59,7,1
"4988","Johan Vonlanthen",78,116,22,1
"4989","Johann Berg Gudmundsson",72,40,64,1
"4990","Johann Durand",61,308,1,1
"4991","Johann Ramare",68,54,25,1
"4992","Johann Vogel",73,113,3,1
"4993","Johannes Flum",75,56,93,1
"4994","Johannes Geis",79,68,98,1
"4995","Johannes van den Bergh",73,49,67,1
"4996","Joher Khadim Rassoul",65,56,5,1
"4997","John Anthony Brooks",77,44,58,1
"4998","John Arne Riise",82,159,177,2
"4999","John Baird",62,43,31,1
"5000","John Bostock",70,136,24,1
"5001","John Boye",72,42,52,1
"5002","John Carew",83,112,53,1
"5003","John Fleck",68,36,18,1
"5004","John Goossens",72,48,64,1
"5005","John Guidetti",74,56,52,3
"5006","John Herron",57,58,1,1
"5007","John Jairo Culma",73,51,25,1
"5008","John Jairo Ruiz",66,49,25,2
"5009","John McGinn",65,51,76,1
"5010","John Mensah",84,124,44,2
"5011","John O'Shea",80,55,206,1
"5012","John Obi Mikel",83,149,152,1
"5013","John Ogu,27",65,48,27,1
"5014","John Pantsil",77,53,74,1
"5015","John Paul Kissock",63,45,2,1
"5016","John Potter",75,148,117,1
"5017","John Rankin",71,150,245,1
"5018","John Ruddy",79,390,151,2
"5019","John Souttar",64,58,72,1
"5020","John Stewart",61,116,4,1
"5021","John Stones",77,51,69,1
"5022","John Sullivan",57,47,1,1
"5023","John Sutton",71,57,180,1
"5024","John Terry",91,78,243,1
"5025","John Tshibumbu",67,54,13,2
"5026","John Utaka",81,103,83,2
"5027","John Verhoek",68,48,17,2
"5028","Johnny Heitinga",80,54,150,3
"5029","Johnny Leoni",72,354,95,2
"5030","Johnny Russell",73,50,84,1
"5031","Johnny Vidales",66,34,2,1
"5032","Johny",76,45,108,1
"5033","Johny Placide",75,371,50,1
"5034","Joleon Lescott",82,139,194,1
"5035","Jon Aurtenetxe",75,60,83,1
"5036","Jon Bautista",60,53,1,1
"5037","Jon Dahl Tomasson",83,79,29,1
"5038","Jon Daly",73,54,120,1
"5039","Jon Echaide",68,57,4,1
"5040","Jon Errasti",73,57,19,1
"5041","Jon Flanagan",72,63,40,1
"5042","Jon Gaztanaga",66,56,2,1
"5043","Jon Gudni Fjoluson",64,67,1,1
"5044","Jon Robertson",58,44,11,1
"5045","Jonas",83,43,142,2
"5046","Jonas De Roeck",69,57,23,2
"5047","Jonas Elmer",69,107,54,1
"5048","Jonas Gutierrez",79,46,140,2
"5049","Jonas Hector",78,55,65,1
"5050","Jonas Heymans",65,51,16,2
"5051","Jonas Hofmann",76,42,20,1
"5052","Jonas Ivens",68,52,93,2
"5053","Jonas Kamper",72,125,10,1
"5054","Jonas Loessl",76,379,67,1
"5055","Jonas Martin",75,56,75,1
"5056","Jonas Mendes",59,297,2,1
"5057","Jonas Olsson",77,62,187,1
"5058","Jonas Omlin",51,259,1,1
"5059","Jonas Ramalho",69,61,5,1
"5060","Jonas Sakuwaha",61,55,1,1
"5061","Jonatan Johansson",73,128,7,1
"5062","Jonatan Montiel",67,47,1,1
"5063","Jonatan Straus",64,57,27,1
"5064","Jonathan",78,45,51,1
"5065","Jonathan Ayite",70,49,21,1
"5066","Jonathan Benteke",62,57,1,1
"5067","Jonathan Biabiany",80,36,137,1
"5068","Jonathan Blondel",73,138,60,1
"5069","Jonathan Bottinelli",73,44,5,1
"5070","Jonathan Brison",76,155,142,1
"5071","Jonathan Buatu Mananga",64,45,28,1
"5072","Jonathan Correia",62,53,2,1
"5073","Jonathan Cristaldo",74,63,19,1
"5074","Jonathan Cristian Silva",74,53,13,1
"5075","Jonathan De Guzman",78,41,130,4
"5076","Jonathan Delaplace",73,45,113,2
"5077","Jonathan Franks",63,106,18,1
"5078","Jonathan Glao Tah",76,49,43,1
"5079","Jonathan Greening",73,61,54,1
"5080","Jonathan Hayes",70,48,172,1
"5081","Jonathan Hogg",70,52,5,1
"5082","Jonathan Howson",74,60,89,1
"5083","Jonathan Jager",71,118,24,1
"5084","Jonathan Lacourt",66,123,13,1
"5085","Jonathan Legear",73,59,37,1
"5086","Jonathan Leko",65,46,3,1
"5087","Jonathan Ligali",73,365,13,1
"5088","Jonathan Lopez",66,312,4,1
"5089","Jonathan Martins-Pereira",71,57,49,1
"5090","Jonathan Mensah",67,48,38,1
"5091","Jonathan Page",64,57,6,1
"5092","Jonathan Parr",72,42,7,1
"5093","Jonathan Pereira",75,43,61,1
"5094","Jonathan Pitroipa",78,49,124,2
"5095","Jonathan Reis",75,53,44,1
"5096","Jonathan Rivierez",68,67,7,1
"5097","Jonathan Rodriguez",74,53,6,1
"5098","Jonathan Rossini",71,41,29,1
"5099","Jonathan Sabbatini",60,45,30,1
"5100","Jonathan Santana",76,163,5,1
"5101","Jonathan Schmid",75,47,131,1
"5102","Jonathan Sesma",76,147,46,1
"5103","Jonathan Soriano",78,101,1,1
"5104","Jonathan Spector",72,133,36,1
"5105","Jonathan Tinhan",67,46,1,1
"5106","Jonathan Tuffey",63,314,8,1
"5107","Jonathan Urretaviscaya",75,143,31,2
"5108","Jonathan Viera",77,64,64,2
"5109","Jonathan Vila",70,52,10,1
"5110","Jonathan Walters",75,40,176,1
"5111","Jonathan Wilmet",66,62,62,1
"5112","Jonathan Woodgate",82,122,53,1
"5113","Jonathan Zebina",76,144,104,2
"5114","Jonathan Zongo",72,54,27,1
"5115","Jonathan dos Santos",79,59,40,1
"5116","Jonathas",67,59,3,1
"5117","Jonathon Grounds",68,53,15,2
"5118","Jonathon Routledge",61,131,34,1
"5119","Jonjo Shelvey",77,64,99,1
"5120","Jonny Evans",79,62,153,1
"5121","Jonny Rowell",66,55,28,1
"5122","Jony",77,62,33,1
"5123","Joo-Ho Park",75,58,90,2
"5124","Joonas Kolkka",70,150,46,1
"5125","Joost Broerse",67,58,99,1
"5126","Joost Terol",65,328,6,1
"5127","Joost Volmer",65,101,10,1
"5128","Joost van Aken",71,47,53,1
"5129","Jop van der Linden",72,53,76,1
"5130","Jordan Adeoti",70,48,34,1
"5131","Jordan Amavi",75,58,54,2
"5132","Jordan Ayew",76,45,121,2
"5133","Jordan Bowery",63,55,5,1
"5134","Jordan Ferri",76,59,74,1
"5135","Jordan Forster",61,58,29,1
"5136","Jordan Henderson",79,49,193,1
"5137","Jordan Kirkpatrick",47,59,3,1
"5138","Jordan Leborgne",64,51,7,1
"5139","Jordan Loties",74,48,117,2
"5140","Jordan Lukaku",72,53,50,1
"5141","Jordan Lyden",58,53,2,1
"5142","Jordan McGhee",60,71,24,1
"5143","Jordan McMillan",59,53,42,1
"5144","Jordan Mustoe",64,47,24,1
"5145","Jordan Pickford",71,367,2,1
"5146","Jordan Remacle",70,46,86,1
"5147","Jordan Roberts",58,68,8,1
"5148","Jordan Robertson",57,43,2,1
"5149","Jordan Rolly Botaka",67,64,28,1
"5150","Jordan Slew",63,59,17,1
"5151","Jordan Spence",67,50,2,1
"5152","Jordan Veretout",76,47,80,2
"5153","Jordens Peters",69,60,90,1
"5154","Jordi Alba",84,60,150,1
"5155","Jordi Amat",75,46,85,2
"5156","Jordi Codina",76,384,64,1
"5157","Jordi Feliu Xumetra",74,59,35,1
"5158","Jordi Figueras",73,55,76,2
"5159","Jordi Gomez",74,154,88,1
"5160","Jordi Lopez Felpeto",73,158,15,1
"5161","Jordi Masip",71,351,1,1
"5162","Jordi Vanlerberghe",64,63,6,1
"5163","Jordon Ibe",71,61,20,1
"5164","Jordon Mutch",72,51,46,1
"5165","Jordy Buijs",67,42,154,1
"5166","Jordy Clasie",78,53,179,2
"5167","Jordy Croux",63,58,2,1
"5168","Jordy Deckers",63,320,4,1
"5169","Jordy van Deelen",62,56,21,1
"5170","Jordy van der Winden",60,51,2,1
"5171","Jore Trompet",64,46,7,1
"5172","Jores Okore",77,70,36,1
"5173","Jorg van Nieuwenhuijzen",61,305,1,1
"5174","Jorge Baptista",65,316,5,1
"5175","Jorge Claros",67,47,39,1
"5176","Jorge Fucile",77,55,46,1
"5177","Jorge Garcia",70,145,12,1
"5178","Jorge Garcia Morcillo",69,60,7,1
"5179","Jorge Goncalves",70,49,53,2
"5180","Jorge Intima",57,59,1,1
"5181","Jorge Kadu",62,55,12,1
"5182","Jorge Lopez",79,155,35,2
"5183","Jorge Martinez",77,149,50,1
"5184","Jorge Mere",72,54,24,1
"5185","Jorge Molina",75,55,71,1
"5186","Jorge Orti",62,62,1,1
"5187","Jorge Pulido",70,40,16,1
"5188","Jorge Ribeiro",72,142,16,1
"5189","Jorge Rojas",71,63,4,1
"5190","Jorge Teixeira",72,55,125,3
"5191","Jorginho",79,56,76,1
"5192","Jorginho Sousa",66,42,26,1
"5193","Joris Delle",72,360,12,1
"5194","Joris Gnagnon",59,46,2,1
"5195","Joris Kayembe Ditu",69,58,23,1
"5196","Joris Mathijsen",80,140,169,3
"5197","Joris Steve Marveaux",75,40,127,1
"5198","Joris van Hout",66,124,31,1
"5199","Joris van Overeem",71,52,64,1
"5200","Jorn Vermeulen",64,59,36,1
"5201","Jorrit Hendrix",75,53,46,1
"5202","Jos Hooiveld",74,40,32,2
"5203","Josa",64,56,1,1
"5204","Jose Alberto Shaffer,18",70,46,18,1
"5205","Jose Angel",68,48,8,1
"5206","Jose Angel Crespo",70,45,65,3
"5207","Jose Antonio Garcia Calvo",76,110,19,1
"5208","Jose Antonio Reyes",85,57,152,2
"5209","Jose Ariel Nunez",72,46,2,1
"5210","Jose Baxter",73,119,1,1
"5211","Jose Bosingwa",82,152,101,1
"5212","Jose Campana",72,42,17,4
"5213","Jose Canas",78,50,95,2
"5214","Jose Carlos",75,47,26,1
"5215","Jose Carlos Nunes",78,59,130,1
"5216","Jose Caro",66,53,1,1
"5217","Jose Catala",73,48,23,1
"5218","Jose Dorado",75,64,71,1
"5219","Jose Enrique",80,69,126,1
"5220","Jose Espinal",57,36,1,1
"5221","Jose Fonte",81,50,134,1
"5222","Jose Gaspar",68,57,92,1
"5223","Jose Gaya",80,53,48,1
"5224","Jose Gimenez",81,52,47,1
"5225","Jose Gomes de Moraes Edmilson",81,129,24,1
"5226","Jose Goncalves",71,50,40,2
"5227","Jose Gustavo Sand",72,65,2,1
"5228","Jose Holebas",77,71,34,2
"5229","Jose Ignacio Castillo",74,115,35,1
"5230","Jose Izquierdo",74,53,29,1
"5231","Jose Javier Barkero",78,58,89,1
"5232","Jose Josetxo",78,106,34,1
"5233","Jose Kante",64,57,8,1
"5234","Jose Leonardo Talamonti",71,147,43,1
"5235","Jose Leonardo Ulloa",74,51,52,2
"5236","Jose Luis Fernandez",71,56,1,1
"5237","Jose Luis Garces",71,141,3,1
"5238","Jose Luis Morales",77,64,64,1
"5239","Jose Luis Palomino",73,53,21,1
"5240","Jose Manuel Casado",75,69,109,1
"5241","Jose Manuel Jurado",80,156,119,3
"5242","Jose Manuel Pinto",78,384,30,1
"5243","Jose Manuel Ze Gomes",67,139,59,1
"5244","Jose Mari",72,54,32,1
"5245","Jose Maria Basanta",78,51,23,1
"5246","Jose Maria Callejon",81,49,195,2
"5247","Jose Maria Guti",84,159,23,1
"5248","Jose Maria Lopez Silva",71,55,4,1
"5249","Jose Matos",58,33,1,1
"5250","Jose Mauri",72,48,32,1
"5251","Jose Miguel Josemi",76,117,47,1
"5252","Jose Moraton",75,139,20,1
"5253","Jose Moreira",78,388,9,1
"5254","Jose Movilla",78,158,59,1
"5255","Jose Nadson",68,48,37,1
"5256","Jose Paolo Guerrero",78,48,69,1
"5257","Jose Picon",61,48,2,1
"5258","Jose Raul Baena",78,60,122,1
"5259","Jose Recio",76,52,111,1
"5260","Jose Rodriguez",75,53,17,1
"5261","Jose Sa",75,371,14,1
"5262","Jose Saez",67,50,68,1
"5263","Jose Salomon Rondon",80,52,87,2
"5264","Jose Semedo",57,122,5,1
"5265","Jose Sosa",82,142,22,3
"5266","Jose Velazquez",69,54,21,1
"5267","Jose Ze Pedro",74,149,57,1
"5268","Joseba Del Olmo",65,46,2,1
"5269","Joseba Garmendia",69,47,5,1
"5270","Joseba Llorente",81,143,74,1
"5271","Joseba Zaldua",72,58,41,1
"5272","Josef Martinez",74,60,66,2
"5273","Joselu",71,50,3,1
"5274","Josep Sene",69,60,4,1
"5275","Joseph Akpala",72,44,69,2
"5276","Joseph Barbato",58,51,2,1
"5277","Joseph Bennett",68,49,24,1
"5278","Joseph Chalmers",54,51,11,1
"5279","Joseph Desire Job",74,116,2,1
"5280","Joseph Gomez",68,49,5,1
"5281","Joseph Romeric Lopy",68,59,36,1
"5282","Joseph Yobo",81,135,48,1
"5283","Josh Law",61,53,56,1
"5284","Josh Magennis",63,59,119,1
"5285","Josh Meekings",69,55,141,1
"5286","Josh Parker",63,47,1,1
"5287","Josh Simpson",74,44,7,1
"5288","Josh Thompson",60,32,16,1
"5289","Josh Walker",64,136,2,1
"5290","Joshua Brenet",72,59,44,1
"5291","Joshua Brillante",65,52,1,1
"5292","Joshua Guilavogui",79,61,124,2
"5293","Joshua John",73,60,27,1
"5294","Joshua Kennedy",71,139,19,1
"5295","Joshua Kimmich",74,60,15,1
"5296","Joshua King",69,51,24,1
"5297","Joshua McEachran",72,57,9,2
"5298","Joshua Nadeau",57,61,5,1
"5299","Joshua Silva",56,37,1,1
"5300","Josimar Lima",65,130,20,1
"5301","Josip Barisic",66,50,28,1
"5302","Josip Colina",59,49,49,1
"5303","Josip Drmic",77,50,86,2
"5304","Josip Ilicic",80,52,138,1
"5305","Josip Posavec",54,278,1,1
"5306","Josip Radosevic",66,50,5,1
"5307","Josip Simunic",82,147,67,1
"5308","Josip Tadic",64,44,14,2
"5309","Josu",56,42,2,1
"5310","Josue",76,67,57,1
"5311","Jota",70,55,8,1
"5312","Jovan Kostovski",66,69,11,1
"5313","Jozabed",72,48,34,1
"5314","Jozef Piacek",63,51,9,1
"5315","Jozo Simunovic",66,38,11,1
"5316","Jozsef Varga",71,40,6,1
"5317","Jozy Altidore",77,58,98,3
"5318","Juan",79,52,106,1
"5319","Juan Agudelo",69,46,8,1
"5320","Juan Albin",78,145,44,1
"5321","Juan Angel Neira",68,54,1,1
"5322","Juan Arango",79,36,188,2
"5323","Juan Bernat",79,56,75,2
"5324","Juan Calahorro",64,40,4,1
"5325","Juan Camilo Zuniga",80,48,118,1
"5326","Juan Carlos",70,351,51,1
"5327","Juan Carlos Menseguez",71,49,3,1
"5328","Juan Carlos Paredes",71,67,7,1
"5329","Juan Carlos Valeron",86,117,58,1
"5330","Juan Cuadrado",83,43,139,2
"5331","Juan Delgado",70,54,27,1
"5332","Juan Dominguez Lamas",75,48,53,1
"5333","Juan Eduardo Eluchans",70,122,16,1
"5334","Juan Falcon",71,45,14,1
"5335","Juan Forlin",77,44,102,1
"5336","Juan Gomez",74,48,53,1
"5337","Juan Jesus Calatayud",76,377,38,1
"5338","Juan Lorca",66,50,2,1
"5339","Juan Manuel Iturbe",77,47,49,1
"5340","Juan Mata",87,46,242,2
"5341","Juan Munoz",72,48,3,1
"5342","Juan Pablo",77,382,136,1
"5343","Juan Pablo Carrizo",80,397,55,2
"5344","Juan Pablo Garat",59,62,45,1
"5345","Juan Pablo Pino",76,134,31,1
"5346","Juan Quero",71,147,9,1
"5347","Juan Quintero",78,59,32,3
"5348","Juan Rafael Fuentes",71,65,62,1
"5349","Juan Ramon Cabrero Juanra",70,63,46,1
"5350","Juan Rodriguez",77,148,186,1
"5351","Juan Sanchez Mino",75,54,4,1
"5352","Juan Valera",76,50,146,1
"5353","Juan Vargas",82,50,142,2
"5354","Juanan",67,41,13,1
"5355","Juande",69,56,15,2
"5356","Juanfran",74,59,91,1
"5357","Juanfran Garcia",74,39,149,1
"5358","Juanito",73,150,62,1
"5359","Juanjo",67,56,4,1
"5360","Juanlu",76,118,55,1
"5361","Juanma",57,54,1,1
"5362","Juanma Ortiz",77,146,89,2
"5363","Juanmi",71,42,43,1
"5364","Juanmi Callejon",73,150,1,1
"5365","Juanpi,20",75,46,20,1
"5366","Juanto",64,62,9,1
"5367","Jubal",67,52,9,1
"5368","Juca",74,54,15,1
"5369","Jude Winchester",54,54,5,1
"5370","Juergen Gjasula",69,58,5,1
"5371","Juergen Saeumel",70,140,11,1
"5372","Jugoslav Lazic",67,320,38,1
"5373","Juha Hakola",66,46,27,1
"5374","Juhani Ojala",66,46,17,1
"5375","Juho Maekelae",62,47,1,1
"5376","Jukka Raitala",68,46,33,3
"5377","Julen Etxabeguren",55,51,20,1
"5378","Jules Reimerink",66,57,11,1
"5379","Jules Stephane Goda",61,309,3,1
"5380","Julian",73,371,16,1
"5381","Julian Baumgartlinger",77,55,107,1
"5382","Julian Brandt",76,55,34,1
"5383","Julian Draxler",82,50,103,1
"5384","Julian Dudda",58,53,1,1
"5385","Julian Esteban",70,104,8,1
"5386","Julian Green",68,53,1,1
"5387","Julian Jenner",75,69,22,1
"5388","Julian Koch",71,54,2,1
"5389","Julian Korb",75,61,59,1
"5390","Julian Lelieveld",61,58,1,1
"5391","Julian Luque",66,53,9,1
"5392","Julian Michel",69,62,44,1
"5393","Julian Montenegro",66,48,11,1
"5394","Julian Ramos Omar",74,54,50,1
"5395","Julian Schieber",76,50,66,1
"5396","Julian Schuster",75,46,134,1
"5397","Julian Speroni",77,379,75,1
"5398","Julian Weigl",75,54,25,1
"5399","Julian Wiessmeier",64,49,2,1
"5400","Julian de Guzman",77,152,17,1
"5401","Julian-Maurice Derstroff",64,56,9,1
"5402","Juliano Belletti",79,119,9,1
"5403","Juliano Mineiro",69,52,11,1
"5404","Julien Cardy",70,152,4,1
"5405","Julien De Sart",70,54,19,1
"5406","Julien Escude",81,149,100,1
"5407","Julien Faubert",80,96,94,3
"5408","Julien Faussurier",69,45,62,1
"5409","Julien Feret",79,56,240,1
"5410","Julien Gorius",72,45,151,1
"5411","Julien Palmieri",74,48,123,1
"5412","Julien Quercia",74,49,31,1
"5413","Julien Rodriguez",79,141,5,1
"5414","Julien Romain",64,56,1,1
"5415","Julien Sable",77,157,100,1
"5416","Julien Toudic",65,60,5,1
"5417","Julien Vercauteren",66,60,4,2
"5418","Julio Alvarez",76,149,38,1
"5419","Julio Arca",75,151,14,1
"5420","Julio Baptista",82,115,52,2
"5421","Julio Cesar",76,380,38,2
"5422","Julio Cesar Machado",73,148,2,1
"5423","Julio Coelho",66,324,19,1
"5424","Julio Regufe Alves",64,45,6,1
"5425","Julio Sergio",79,393,56,1
"5426","Jung-Bin Park",63,49,4,1
"5427","Junichi Inamoto,20",72,143,20,2
"5428","Juninho Bacuna",64,49,9,1
"5429","Juninho Pernambucano,20",88,120,25,1
"5430","Junio Cesar Arcanjo Juninho",68,58,2,1
"5431","Junior Agogo",64,61,9,1
"5432","Junior Caicara",76,73,50,2
"5433","Junior Diaz",73,57,125,3
"5434","Junior Hoilett",78,45,83,1
"5435","Junior Kabananga",67,63,26,1
"5436","Junior Livramento",63,54,5,1
"5437","Junior Lopes",64,57,1,1
"5438","Junior Malanda-Adje",73,50,30,2
"5439","Junior Negrao",65,46,16,2
"5440","Junior Oto'o Zue",68,58,18,1
"5441","Junior Ponce",66,58,4,1
"5442","Junior Santos Mozart",72,144,21,1
"5443","Junior Stanislas",73,35,39,1
"5444","Junmin Hao",68,141,7,1
"5445","Junya Tanaka",74,47,5,1
"5446","Juraj Kucka",78,54,118,1
"5447","Jure Travner",65,59,35,1
"5448","Jurgen Cavens",67,50,18,1
"5449","Jurgen Colin",66,77,24,2
"5450","Jurgen Locadia",75,48,58,1
"5451","Jurgen Mattheij",66,53,42,1
"5452","Jurgen Prutsch",62,50,5,1
"5453","Jurgen Sierens",64,311,39,1
"5454","Jurgen Wevers",65,328,10,1
"5455","Juri Judt",70,146,33,1
"5456","Jurica Vranjes",73,141,6,1
"5457","Jussi Jaaskelainen",81,415,185,1
"5458","Jussi Kujala",63,61,18,1
"5459","Jussie",78,139,88,1
"5460","Justice Wamfor",65,128,43,1
"5461","Justin Hoogma",59,54,1,1
"5462","Justin Hoyte",72,120,17,1
"5463","Justin Johnson",58,56,1,1
"5464","Justo Villar",76,387,38,1
"5465","Jusuf Dajic",64,126,4,1
"5466","Juwon Oshaniwa",60,64,24,1
"5467","Kaan Ayhan",71,58,20,1
"5468","Kaba Diawara",65,59,10,1
"5469","Kader Mangane",79,57,128,1
"5470","Kadu",72,46,1,1
"5471","Kafoumba Coulibaly",72,50,91,1
"5472","Kagisho Dikgacoi",72,43,32,1
"5473","Kai Heerings",67,63,40,1
"5474","Kai Herdling",67,57,12,1
"5475","Kai van Hese",61,55,11,1
"5476","Kaj Ramsteijn",66,53,47,2
"5477","Kaja Rogulj",67,44,25,1
"5478","Kaka",70,59,47,3
"5479","Kakha Kaladze",86,156,62,1
"5480","Kalidou Coulibaly Yero",66,48,12,1
"5481","Kalidou Koulibaly",80,43,83,2
"5482","Kalifa Coulibaly",69,55,11,1
"5483","Kalilou Mohamed Traore",71,51,10,1
"5484","Kallum Higginbotham",68,65,83,1
"5485","Kalu Uche",80,119,98,2
"5486","Kamel Chafni",72,53,107,1
"5487","Kamel Ghilas",71,52,26,2
"5488","Kamil Bilinski",67,61,19,1
"5489","Kamil Dankowski",57,49,16,1
"5490","Kamil Drygas",66,35,51,1
"5491","Kamil Glik",82,47,184,2
"5492","Kamil Grosicki",76,61,77,2
"5493","Kamil Jozwiak",56,54,1,1
"5494","Kamil Kopunek",65,42,4,1
"5495","Kamil Kuczak",54,64,1,1
"5496","Kamil Kurowski",73,61,1,1
"5497","Kamil Kuzera",65,53,46,1
"5498","Kamil Mazek",64,55,25,1
"5499","Kamil Pozniak",66,52,36,1
"5500","Kamil Sylwestrzak",67,49,77,1
"5501","Kamil Vacek",72,41,46,2
"5502","Kamil Wilczek",70,49,98,2
"5503","Kamil Wlodyka",62,57,12,1
"5504","Kamil Zayatte",75,126,52,1
"5505","Kamohelo Mokotjo",75,56,108,1
"5506","Kandia Traore",72,126,35,1
"5507","Kane Hemmings",65,56,34,1
"5508","Kanga Akale",80,134,43,2
"5509","Kanu",66,51,11,1
"5510","Kara Mbodji",78,50,51,1
"5511","Karel D'Haene",69,59,128,1
"5512","Karel Geraerts",72,106,130,1
"5513","Karel van Roose",64,56,40,1
"5514","Kari Arnason",68,57,31,1
"5515","Karim Ait Fana",76,51,43,1
"5516","Karim Azamoum",64,52,9,1
"5517","Karim Belhocine",66,56,92,1
"5518","Karim Bellarabi",83,50,88,1
"5519","Karim Benzema",87,41,199,2
"5520","Karim El Ahmadi",76,61,172,2
"5521","Karim Essikal",65,61,14,1
"5522","Karim Guede",71,34,48,1
"5523","Karim Hafez",62,54,12,1
"5524","Karim Haggui",76,52,109,1
"5525","Karim Laribi",69,57,10,1
"5526","Karim Matmour",74,64,62,1
"5527","Karim Onisiwo",68,58,3,1
"5528","Karim Rekik",75,55,78,3
"5529","Karim Rossi",62,57,6,2
"5530","Karim Saidi",71,124,39,1
"5531","Karim Soltani",66,134,36,1
"5532","Karim Tarfi",66,53,13,1
"5533","Karim Touzani",67,140,12,1
"5534","Karim Ziani",77,142,34,2
"5535","Karl",63,46,5,1
"5536","Karl Darlow",68,338,9,1
"5537","Karl Henry",73,56,119,1
"5538","Karl Svensson",71,75,1,1
"5539","Karl-Johan Johnsson",70,359,28,1
"5540","Karol Angielski",59,57,4,1
"5541","Karol Danielak",63,63,8,1
"5542","Karol Linetty",73,52,61,1
"5543","Karol Mackiewicz",65,55,23,1
"5544","Karol Swiderski",57,56,13,1
"5545","Kaspars Gorkss",71,47,14,1
"5546","Kasper Haemaelaeinen",72,50,81,1
"5547","Kasper Kusk",72,61,5,1
"5548","Kasper Larsen",65,58,6,1
"5549","Kasper Schmeichel",78,399,62,1
"5550","Kassim Abdallah",69,55,59,1
"5551","Kassim Doumbia",61,37,7,1
"5552","Kay",66,52,10,1
"5553","Kay Voser",69,45,97,1
"5554","Kaye Coppoolse",60,52,1,1
"5555","Kayke",68,46,1,1
"5556","Kazuki Nagasawa",70,37,6,1
"5557","Kebba Ceesay",68,74,45,1
"5558","Kees Kwakman",71,148,119,1
"5559","Kees Luijckx",70,54,134,1
"5560","Kees van Buuren",61,46,22,1
"5561","Kei Ansu Kamara",76,52,7,1
"5562","Keirrison",80,143,3,2
"5563","Keisuke Honda",81,53,79,2
"5564","Keith Andrews",74,144,59,1
"5565","Keith Fahey",74,162,37,1
"5566","Keith Lasley",70,44,233,1
"5567","Keith Southern",68,36,11,1
"5568","Keith Treacy",72,122,2,1
"5569","Keith Watson",65,54,115,1
"5570","Keko",73,51,43,2
"5571","Kelechi Iheanacho",73,48,7,1
"5572","Kelly Berville",67,115,19,1
"5573","Kelvin",74,56,11,1
"5574","Kelvin Davis",74,366,18,1
"5575","Kelvin Etuhu",66,64,2,1
"5576","Kelvin Leerdam",71,44,132,1
"5577","Kelvin Maynard",63,57,7,1
"5578","Kelvin Wilson",71,46,46,1
"5579","Kemy Agustien",69,68,27,3
"5580","Ken Ilsoe",70,55,14,1
"5581","Ken Kallaste",60,47,6,1
"5582","Ken Leemans",65,50,55,1
"5583","Ken Reichel",71,47,27,1
"5584","Kenan Karaman",68,54,19,1
"5585","Kenedy",72,64,4,1
"5586","Kenji Gorre",65,54,1,1
"5587","Kennedy Bakircioglu",74,139,38,2
"5588","Kennedy Ugoala",65,55,12,1
"5589","Kenneth Omeruo",72,55,35,1
"5590","Kenneth Perez",77,119,39,1
"5591","Kenneth Saief",70,54,17,1
"5592","Kenneth Schuermans",67,65,51,1
"5593","Kenneth Vermeer",78,380,155,1
"5594","Kenneth van Goethem",64,46,36,1
"5595","Kenny Anderson,18",62,52,18,1
"5596","Kenny Deuchar",65,118,28,1
"5597","Kenny Gillet",62,48,37,1
"5598","Kenny Lala",66,48,19,1
"5599","Kenny McLean",70,60,162,1
"5600","Kenny Miller",78,48,71,1
"5601","Kenny Otigba",69,53,62,1
"5602","Kenny Steppe",69,341,23,2
"5603","Kenny Tete",76,51,23,1
"5604","Kenny Thompson",66,55,66,1
"5605","Kenny van Hoevelen",67,48,113,2
"5606","Kenny van der Weg",63,42,53,1
"5607","Kensuke Nagai",68,53,1,1
"5608","Kenwyne Jones",79,55,112,1
"5609","Kerim Frei Koyunlu",78,43,8,1
"5610","Kevin Anin",75,55,77,1
"5611","Kevin Begois",67,333,62,1
"5612","Kevin Berigaud",73,57,103,1
"5613","Kevin Bigler",57,62,36,1
"5614","Kevin Boli",61,46,16,1
"5615","Kevin Brands",64,54,7,1
"5616","Kevin Bua",60,38,19,1
"5617","Kevin Conboy",68,49,85,1
"5618","Kevin Constant",78,43,86,1
"5619","Kevin Davies",79,73,133,1
"5620","Kevin Diaz",65,44,7,1
"5621","Kevin Diks",70,56,49,1
"5622","Kevin Doyle",79,152,84,1
